,Unnamed: 0,Academic Year,Term,Subject,Course No.,Course Title,Instructor,GPA,A (%),A- (%),B+ (%),B (%),B- (%),C+ (%),C (%),C- (%),D+ (%),D (%),D- (%),F (%),Withdraws,Graded Enrollment,CRN,Credits,ratings,difficulties,num_ratings
495,495,2018-19,Fall,CS,5704,Software Engineering,Kulczycki,3.42,40.0,16.0,20.0,8.0,4.0,8.0,0.0,0.0,0.0,4.0,0.0,0.0,0,25,82780,3,3.0,3.4,3.0
496,496,2018-19,Spring,CS,4644,Creative Computing Studio,Harrison,3.58,40.0,20.0,24.0,12.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,12830,3,4.3,2.8,36.0
497,497,2018-19,Spring,CS,6204,CPS Software Security,Yao,3.87,76.0,20.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,12949,3,4.0,3.0,1.0
498,498,2018-19,Spring,CS,4704,Software Engineering Capstone,Charles,3.96,88.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,20187,3,4.4,2.6,18.0
499,499,2019-20,Fall,CS,2164,Foundations Security Environ,Brantly,3.24,60.0,4.0,12.0,8.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,12.0,1,25,91443,3,5.0,2.4,3.0
500,500,2019-20,Spring,CS,4604,Int Data Base Mgt Sys,Quintin,3.56,40.0,24.0,12.0,16.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,13032,3,2.8,4.4,11.0
501,501,2019-20,Spring,CS,4704,Software Engineering Capstone,Charles,3.93,92.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,20850,3,4.4,2.6,18.0
502,502,2019-20,Spring,CS,2104,Intro to Problem Solving in CS,Powell,3.49,40.0,32.0,8.0,12.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,4.0,0,25,20871,3,2.6,4.0,13.0
503,503,2020-21,Fall,CS,4254,Network Arch Prog,Viswanath,3.31,24.0,20.0,12.0,28.0,8.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,0,25,83041,3,4.8,3.6,47.0
504,504,2020-21,Spring,CS,3654,Intro Data Analytics & Visual,North,3.63,60.0,16.0,8.0,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.0,0.0,1,25,13164,3,4.0,2.8,41.0
505,505,2021-22,Fall,CS,2164,Foundations Security Environ,Suong,3.43,40.0,28.0,12.0,8.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,4.0,1,25,83070,3,4.9,2.5,4.0
506,506,2021-22,Spring,CS,2104,Intro to Problem Solving in CS,Emebo,3.4,48.0,8.0,16.0,12.0,4.0,8.0,0.0,0.0,0.0,0.0,0.0,4.0,0,25,13200,3,,,
507,507,2021-22,Spring,CS,5704,Software Engineering,Kulczycki,3.5,36.0,36.0,8.0,12.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0,25,13434,3,3.0,3.4,3.0
508,508,2021-22,Spring,CS,3724,Human-Computr Intrctn,Gusukuma,3.35,8.0,36.0,32.0,12.0,4.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,0,25,21601,3,5.0,3.2,7.0
509,509,2023-24,Fall,CS,5864,Learning-based Computer Vision,Thomas,3.63,48.0,16.0,20.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,25,83520,3,4.0,3.1,65.0
510,510,2018-19,Fall,CS,5244,Web Application Development,Kulczycki,3.42,26.9,26.9,11.5,23.1,7.7,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0,26,82762,3,3.0,3.4,3.0
511,511,2018-19,Spring,CS,4984,SS: 3D Experiences,Bowman,3.89,69.2,26.9,3.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,20093,3,3.3,3.2,28.0
512,512,2019-20,Fall,CS,4824,Machine Learning,Wyatt,2.13,7.7,3.8,11.5,11.5,11.5,11.5,7.7,0.0,7.7,3.8,11.5,11.5,14,26,90097,3,3.5,4.8,5.0
513,513,2019-20,Spring,CS,3214,Computer Systems,McQuain,3.65,46.2,15.4,26.9,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,13009,3,2.9,4.3,23.0
514,514,2019-20,Spring,CS,3214,Computer Systems,McQuain,3.36,50.0,15.4,15.4,3.8,0.0,0.0,0.0,3.8,7.7,0.0,0.0,3.8,0,26,13010,3,2.9,4.3,23.0
515,515,2019-20,Spring,CS,5044,Object-Oriented Pgmming Java,Kulczycki,3.73,53.8,34.6,0.0,7.7,0.0,0.0,0.0,3.8,0.0,0.0,0.0,0.0,0,26,13134,3,3.0,3.4,3.0
516,516,2020-21,Spring,CS,5024,Ethics & Professionalism in CS,Farghally,3.86,88.5,3.8,0.0,0.0,0.0,7.7,0.0,0.0,0.0,0.0,0.0,0.0,0,26,13281,3,4.7,3.3,3.0
517,517,2020-21,Spring,CS,3274,Software Reverse Engineering,Roessle,2.66,30.8,23.1,11.5,3.8,0.0,0.0,3.8,0.0,0.0,0.0,0.0,26.9,6,26,21563,3,4.0,3.8,120.0
518,518,2020-21,Spring,CS,4984,SS: Open Source Intel Lab,Luther,3.38,38.5,30.8,0.0,11.5,7.7,0.0,3.8,0.0,0.0,7.7,0.0,0.0,0,26,21957,3,5.0,3.5,4.0
519,519,2021-22,Fall,CS,5204,Operating Systems,Butt,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,83205,3,4.5,4.0,2.0
520,520,2021-22,Spring,CS,3274,Software Reverse Engineering,Howe,3.05,15.4,23.1,19.2,19.2,3.8,3.8,0.0,7.7,3.8,0.0,0.0,3.8,6,26,13278,3,4.6,3.0,57.0
521,521,2021-22,Spring,CS,1114,Intro to Software Design,Barnette,2.29,3.8,11.5,7.7,23.1,11.5,3.8,7.7,7.7,3.8,0.0,3.8,15.4,7,26,22770,3,2.0,4.1,51.0
522,522,2022-23,Spring,CS,5704,Software Engineering,Kulczycki,3.5,53.8,15.4,11.5,3.8,3.8,7.7,0.0,0.0,0.0,0.0,0.0,3.8,0,26,13552,3,3.0,3.4,3.0
523,523,2023-24,Fall,CS,3714,Mobile Software Development,Balci,2.89,19.2,19.2,11.5,3.8,15.4,7.7,7.7,7.7,0.0,3.8,0.0,3.8,1,26,83377,3,1.5,4.4,10.0
524,524,2023-24,Fall,CS,5934,Capstone Project,Olimpiew,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,26,83525,3,3.9,2.6,6.0
525,525,2019-20,Fall,CS,5834,Intro to Urban Computing,Prakash,3.78,40.7,51.9,3.7,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,82925,3,2.0,4.0,1.0
526,526,2019-20,Spring,CS,1014,Intro Computational Thinking,Gusukuma,3.54,40.7,11.1,29.6,7.4,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,12902,3,5.0,3.2,7.0
527,527,2019-20,Spring,CS,5024,Ethics & Professionalism in CS,Ramakrishnan,3.72,48.1,25.9,18.5,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,19782,3,5.0,4.0,3.0
528,528,2020-21,Fall,CS,4704,Software Engineering Capstone,Charles,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,83048,3,4.4,2.6,18.0
529,529,2020-21,Spring,CS,4784,Human-Computer Interact Capstn,Harrison,3.5,22.2,37.0,14.8,18.5,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,13183,3,4.3,2.8,36.0
530,530,2020-21,Spring,CS,4644,Creative Computing Studio,Harrison,3.57,33.3,22.2,29.6,11.1,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,27,20491,3,4.3,2.8,36.0
531,531,2021-22,Fall,CS,6724,TS: Human-Al Interaction,North,3.86,70.4,22.2,0.0,7.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,83309,3,4.0,2.8,41.0
532,532,2021-22,Fall,CS,2064,Intermediate Prog in Python,Wenskovitch,2.71,33.3,7.4,18.5,3.7,11.1,3.7,0.0,0.0,0.0,0.0,0.0,22.2,1,27,92441,3,4.1,2.9,18.0
533,533,2022-23,Fall,CS,4824,Machine Learning,Jin,3.0,7.4,22.2,25.9,18.5,3.7,7.4,3.7,7.4,0.0,0.0,0.0,3.7,7,27,83332,3,3.0,3.8,3.0
534,534,2022-23,Spring,CS,4274,Secure Computing Capstone,Viswanath,3.7,40.7,40.7,7.4,7.4,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,13409,3,4.8,4.5,4.0
535,535,2022-23,Spring,CS,4784,Human-Computer Interact Capstn,McCrickard,3.99,96.3,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,13422,3,4.5,3.4,15.0
536,536,2023-24,Fall,CS,5834,Intro to Urban Computing,Ramakrishnan,3.59,33.3,22.2,33.3,11.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,27,83517,3,5.0,4.0,3.0
537,537,2018-19,Fall,CS,5014,Research Meth in CS,Tilevich,3.93,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,82757,3,4.1,2.5,4.0
538,538,2018-19,Fall,CS,2984,SS:Competitive Prblm Solving I,Back,3.96,96.4,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,91104,3,3.4,4.5,18.0
539,539,2018-19,Spring,CS,5614,Database Management Systems,Prakash,3.75,64.3,7.1,17.9,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,19520,3,2.0,4.0,1.0
540,540,2018-19,Spring,CS,4114,Formal Languages,Zhang,3.1,17.9,21.4,17.9,14.3,14.3,7.1,0.0,0.0,0.0,0.0,3.6,3.6,1,28,20623,3,3.4,2.5,14.0
541,541,2019-20,Spring,CS,3304,Comparative Languages,Gracanin,3.55,53.6,21.4,7.1,7.1,3.6,0.0,3.6,0.0,0.0,0.0,0.0,3.6,2,28,13012,3,1.6,4.4,7.0
542,542,2019-20,Spring,CS,3604,Professionalism in Computing,Dunlap,3.93,85.7,10.7,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,13014,3,5.0,1.0,4.0
543,543,2020-21,Fall,CS,6804,AT: Science-guided Mach Lrning,Karpatne,3.99,96.4,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,83213,3,4.5,3.5,4.0
544,544,2020-21,Fall,CS,4644,Creative Computing Studio,Lee,3.89,64.3,35.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,91157,3,3.9,2.8,19.0
545,545,2021-22,Fall,CS,5024,Ethics & Professionalism in CS,Greening,3.54,14.3,42.9,32.1,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,92708,3,3.5,3.1,58.0
546,546,2021-22,Fall,CS,5984,SS:Software Project Management,Kennedy,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,93140,3,4.8,2.1,15.0
547,547,2021-22,Spring,CS,2164,Foundations Security Environ,Suong,3.62,53.6,10.7,17.9,10.7,3.6,0.0,3.6,0.0,0.0,0.0,0.0,0.0,1,28,13219,3,4.9,2.5,4.0
548,548,2021-22,Spring,CS,5525,Data Analytics,Muralidharan,3.44,17.9,32.1,25.0,17.9,3.6,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0,28,13418,3,2.3,3.7,26.0
549,549,2022-23,Fall,CS,5604,Info Storage and Ret,Fox,3.93,75.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,83420,3,3.4,4.3,25.0
550,550,2022-23,Spring,CS,5754,Virtual Environments,David-John,3.64,60.7,17.9,7.1,7.1,3.6,0.0,0.0,0.0,0.0,0.0,0.0,3.6,0,28,13555,3,5.0,2.0,1.0
551,551,2022-23,Spring,CS,4704,Software Engineering Capstone,Noller,3.61,25.0,46.4,21.4,3.6,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0,0,28,21714,3,2.3,4.5,34.0
552,552,2023-24,Fall,CS,1114,Intro to Software Design,Sarshartehrani,2.34,14.3,7.1,10.7,3.6,10.7,10.7,14.3,3.6,10.7,0.0,3.6,10.7,4,28,83301,3,0.0,0.0,0.0
553,553,2023-24,Fall,CS,5604,Info Storage and Ret,Fox,3.75,50.0,25.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,83500,3,3.4,4.3,25.0
554,554,2023-24,Fall,CS,5024,Ethics & Professionalism in CS,Cuozzo,3.97,89.3,10.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,28,91903,3,5.0,1.0,1.0
555,555,2019-20,Fall,CS,5824,Advanced Machine Learning,Wang,3.79,58.6,27.6,6.9,3.4,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29,90569,3,3.1,3.1,4.0
556,556,2019-20,Spring,CS,4784,Human-Computer Interact Capstn,Wenskovitch,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29,13039,3,4.1,2.9,18.0
557,557,2020-21,Fall,CS,5525,Data Analytics,Reddy,3.68,41.4,37.9,10.3,6.9,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0,29,83119,3,3.5,3.4,14.0
558,558,2020-21,Fall,CS,2164,Foundations Security Environ,Brantly,3.83,86.2,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.4,0,29,91377,3,5.0,2.4,3.0
559,559,2021-22,Fall,CS,5560,Fundamentals of Info Security,Stavrou,3.65,44.8,31.0,10.3,6.9,3.4,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0,29,83218,3,5.0,3.5,101.0
560,560,2021-22,Fall,CS,5834,Intro to Urban Computing,Ramakrishnan,3.64,27.6,44.8,17.2,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29,83237,3,5.0,4.0,3.0
561,561,2021-22,Fall,CS,5525,Data Analytics,Skarzynski,3.91,86.2,10.3,0.0,0.0,0.0,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0,29,93091,3,4.0,1.5,2.0
562,562,2021-22,Spring,CS,5560,Fundamentals of Info Security,Lou,3.72,55.2,17.2,17.2,10.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29,13421,3,2.3,3.3,4.0
563,563,2022-23,Fall,CS,3714,Mobile Software Development,Balci,2.81,34.5,13.8,3.4,13.8,6.9,0.0,0.0,6.9,6.9,0.0,0.0,13.8,2,29,83299,3,1.5,4.4,10.0
564,564,2022-23,Fall,CS,5834,Intro to Urban Computing,Ramakrishnan,3.42,20.7,27.6,20.7,20.7,6.9,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0,29,83431,3,5.0,4.0,3.0
565,565,2022-23,Fall,CS,5834,Intro to Urban Computing,Ramakrishnan,3.17,10.3,10.3,34.5,20.7,17.2,3.4,3.4,0.0,0.0,0.0,0.0,0.0,0,29,91978,3,5.0,4.0,3.0
566,566,2022-23,Fall,CS,1114,Intro to Software Design,Cao,2.56,24.1,0.0,17.2,13.8,3.4,13.8,0.0,3.4,0.0,13.8,0.0,10.3,14,29,92007,3,2.0,4.9,13.0
567,567,2022-23,Spring,CS,1114,Intro to Software Design,Senger,2.56,17.2,10.3,20.7,10.3,3.4,3.4,10.3,0.0,3.4,6.9,0.0,13.8,5,29,13292,3,5.0,3.8,57.0
568,568,2022-23,Spring,CS,5040,Intermed Data Struct/Algorithm,Mengistu,3.28,41.4,17.2,10.3,13.8,0.0,0.0,0.0,13.8,0.0,0.0,0.0,3.4,0,29,20976,3,0.0,0.0,0.0
569,569,2023-24,Fall,CS,4254,Network Arch Prog,Hasan,3.13,10.3,20.7,6.9,34.5,17.2,6.9,3.4,0.0,0.0,0.0,0.0,0.0,1,29,83396,3,4.0,3.0,2.0
570,570,2023-24,Fall,CS,5044,Object-Oriented Pgmming Java,Elarnaoty,3.53,37.9,31.0,10.3,10.3,0.0,6.9,0.0,3.4,0.0,0.0,0.0,0.0,0,29,83474,3,,,
571,571,2023-24,Fall,CS,5044,Object-Oriented Pgmming Java,Kulczycki,3.53,37.9,31.0,10.3,10.3,0.0,6.9,0.0,3.4,0.0,0.0,0.0,0.0,0,29,83474,3,3.0,3.4,3.0
572,572,2023-24,Fall,CS,5734,Soc Comp & Comp Support Coop,Lee,3.9,72.4,24.1,3.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,29,91199,3,3.9,2.8,19.0
573,573,2018-19,Spring,CS,2104,Intro to Problem Solving in CS,Poursardar,3.27,16.7,20.0,23.3,16.7,16.7,3.3,3.3,0.0,0.0,0.0,0.0,0.0,0,30,12770,3,2.8,3.0,12.0
574,574,2019-20,Fall,CS,4254,Network Arch Prog,Viswanath,3.19,13.3,23.3,20.0,26.7,10.0,0.0,3.3,0.0,0.0,0.0,0.0,3.3,0,30,82840,3,4.8,3.6,47.0
575,575,2019-20,Fall,CS,5244,Web Application Development,Kulczycki,3.57,50.0,16.7,20.0,6.7,3.3,0.0,0.0,0.0,0.0,0.0,0.0,3.3,0,30,82902,3,3.0,3.4,3.0
576,576,2019-20,Spring,CS,5024,Ethics & Professionalism in CS,Farghally,3.86,76.7,10.0,6.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,20923,3,4.7,3.3,3.0
577,577,2020-21,Fall,CS,5604,Info Storage and Ret,Fox,3.54,33.3,33.3,13.3,6.7,6.7,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0,30,83127,3,3.4,4.3,25.0
578,578,2021-22,Fall,CS,4254,Network Arch Prog,Hasan,3.46,20.0,33.3,16.7,23.3,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,30,83128,3,4.0,3.0,2.0
579,579,2021-22,Spring,CS,5804,Intro Artificial Intelligence,Chen,3.8,66.7,13.3,13.3,6.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,21711,3,1.6,3.9,8.0
580,580,2021-22,Spring,CS,2114,Softw Des & Data Structures,Ellis,3.56,46.7,20.0,20.0,0.0,3.3,3.3,3.3,3.3,0.0,0.0,0.0,0.0,2,30,21822,3,2.8,3.8,22.0
581,581,2022-23,Fall,CS,5114,Theory of Algorithms,Raghvendra,3.59,30.0,43.3,10.0,6.7,6.7,3.3,0.0,0.0,0.0,0.0,0.0,0.0,1,30,83399,3,3.0,4.5,2.0
582,582,2022-23,Fall,CS,3314,Prog Lang Theory & Practice,Tilevich,2.7,16.7,13.3,10.0,13.3,6.7,13.3,6.7,3.3,6.7,0.0,6.7,3.3,1,30,91659,3,4.1,2.5,4.0
583,583,2022-23,Spring,CS,3654,Intro Data Analytics & Visual,North,3.02,23.3,13.3,13.3,23.3,10.0,3.3,0.0,0.0,3.3,6.7,0.0,3.3,1,30,13388,3,4.0,2.8,41.0
584,584,2022-23,Spring,CS,4124,Theory of Computation,Heath,2.69,16.7,13.3,3.3,16.7,13.3,10.0,10.0,3.3,3.3,3.3,0.0,6.7,3,30,20531,3,5.0,2.6,29.0
585,585,2022-23,Spring,CS,3214,Computer Systems,Yazdani,2.85,30.0,10.0,3.3,20.0,6.7,3.3,10.0,6.7,0.0,0.0,0.0,10.0,4,30,22082,3,1.9,3.6,14.0
586,586,2023-24,Fall,CS,4824,Machine Learning,Zhou,3.66,46.7,23.3,16.7,10.0,0.0,3.3,0.0,0.0,0.0,0.0,0.0,0.0,2,30,83410,3,3.0,2.5,9.0
587,587,2023-24,Fall,CS,5764,Information Visualization,North,3.88,73.3,20.0,3.3,3.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,30,83509,3,4.0,2.8,41.0
588,588,2018-19,Fall,CS,5834,Intro to Urban Computing,Reddy,3.79,41.9,48.4,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,82786,3,3.5,3.4,14.0
589,589,2019-20,Fall,CS,4704,Software Engineering Capstone,Edmison,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,82849,3,1.0,5.0,1.0
590,590,2020-21,Fall,CS,5824,Advanced Machine Learning,Eldardiry,3.91,80.6,12.9,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,83136,3,0.0,0.0,0.0
591,591,2020-21,Spring,CS,3714,Mobile Software Development,Seyam,3.2,54.8,16.1,3.2,3.2,0.0,3.2,3.2,0.0,3.2,0.0,3.2,9.7,1,31,13168,3,5.0,3.0,160.0
592,592,2021-22,Spring,CS,4284,Systems & Networking Capstone,Back,3.72,51.6,41.9,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.2,1,31,13301,3,3.4,4.5,18.0
593,593,2022-23,Spring,CS,3654,Intro Data Analytics & Visual,North,3.31,35.5,16.1,9.7,22.6,0.0,6.5,3.2,3.2,0.0,3.2,0.0,0.0,1,31,13390,3,4.0,2.8,41.0
594,594,2022-23,Spring,CS,3714,Mobile Software Development,Balci,2.89,16.1,16.1,6.5,9.7,25.8,9.7,6.5,3.2,3.2,0.0,0.0,3.2,3,31,13393,3,1.5,4.4,10.0
595,595,2022-23,Spring,CS,5664,Social Media Analytics,Butler,3.63,45.2,22.6,16.1,6.5,9.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,13550,3,4.2,4.0,3.0
596,596,2022-23,Spring,CS,5714,Usability Engineering,Gracanin,3.85,58.1,35.5,6.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,20666,3,1.6,4.4,7.0
597,597,2022-23,Spring,CS,4624,Multimedia/Hypertext,Farag,3.55,41.9,19.4,9.7,22.6,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,1,31,22778,3,2.9,3.5,54.0
598,598,2023-24,Fall,CS,5024,Ethics & Professionalism in CS,Greening,3.9,77.4,16.1,3.2,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,83472,3,3.5,3.1,58.0
599,599,2023-24,Fall,CS,5040,Intermed Data Struct/Algorithm,Shaffer,3.25,51.6,6.5,9.7,0.0,19.4,3.2,0.0,0.0,0.0,3.2,0.0,6.5,0,31,83473,3,3.7,3.4,18.0
600,600,2023-24,Fall,CS,5724,Models of HCI,Gracanin,3.83,74.2,12.9,3.2,6.5,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,31,83507,3,1.6,4.4,7.0
601,601,2019-20,Fall,CS,3654,Intro Data Analytics & Visual,North,3.49,43.8,15.6,9.4,15.6,9.4,3.1,3.1,0.0,0.0,0.0,0.0,0.0,1,32,82828,3,4.0,2.8,41.0
602,602,2019-20,Spring,CS,5704,Software Engineering,Kulczycki,3.68,56.3,12.5,15.6,9.4,6.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,13157,3,3.0,3.4,3.0
603,603,2021-22,Spring,CS,5764,Information Visualization,Yang,3.82,62.5,25.0,9.4,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,20576,3,2.0,5.0,14.0
604,604,2022-23,Fall,CS,4704,Software Engineering Capstone,Charles,3.81,78.1,9.4,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,83326,3,4.4,2.6,18.0
605,605,2022-23,Fall,CS,5024,Ethics & Professionalism in CS,Greening,3.73,50.0,28.1,15.6,3.1,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,83393,3,3.5,3.1,58.0
606,606,2022-23,Fall,CS,5704,Software Engineering,Seyam,4.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,83422,3,5.0,3.0,160.0
607,607,2023-24,Fall,CS,2505,Intro Computer Organization,Senger,2.79,18.8,9.4,18.8,6.3,15.6,12.5,6.3,3.1,0.0,0.0,0.0,9.4,4,32,83333,3,5.0,3.0,1.0
608,608,2023-24,Fall,CS,5644,Machine Learning with Big Data,Butler,3.91,78.1,18.8,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,83502,3,4.2,4.0,3.0
609,609,2023-24,Fall,CS,5644,Machine Learning with Big Data,Ramakrishnan,3.91,78.1,18.8,0.0,3.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,32,83502,3,5.0,4.0,3.0
610,610,2018-19,Fall,CS,5525,Data Analytics,Prakash,3.48,30.3,21.2,21.2,18.2,6.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,82770,3,2.0,4.0,1.0
611,611,2018-19,Fall,CS,5764,Information Visualization,North,3.79,63.6,21.2,6.1,6.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,82783,3,4.0,2.8,41.0
612,612,2018-19,Spring,CS,4704,Software Engineering Capstone,Seyam,3.85,69.7,21.2,3.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,12832,3,5.0,3.0,160.0
613,613,2018-19,Spring,CS,4984,SS: Software Reverse Eng,Hay,3.89,87.9,0.0,3.0,9.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,20092,3,5.0,2.9,5.0
614,614,2019-20,Fall,CS,3824,Intro Comp Bio Bioinformatics,Zhang,3.33,18.2,24.2,21.2,18.2,12.1,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0,33,82835,3,3.4,2.5,14.0
615,615,2019-20,Fall,CS,4634,Design Of Information,Harrison,3.35,27.3,21.2,15.2,21.2,6.1,6.1,0.0,0.0,0.0,3.0,0.0,0.0,0,33,82846,3,4.3,2.8,36.0
616,616,2019-20,Fall,CS,5604,Info Storage and Ret,Fox,3.88,69.7,24.2,6.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,82915,3,3.4,4.3,25.0
617,617,2019-20,Spring,CS,5045,Computation for Data Sciences,Zhang,3.8,51.5,36.4,9.1,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,33,20877,3,3.4,2.5,14.0
618,618,2020-21,Fall,CS,2164,Foundations Security Environ,Brantly,3.84,84.8,12.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0,33,82987,3,5.0,2.4,3.0
619,619,2020-21,Fall,CS,3714,Mobile Software Development,Balci,3.74,78.8,6.1,6.1,0.0,0.0,0.0,6.1,0.0,3.0,0.0,0.0,0.0,1,33,83032,3,1.5,4.4,10.0
620,620,2020-21,Fall,CS,4704,Software Engineering Capstone,Seyam,3.88,69.7,24.2,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1,33,83049,3,5.0,3.0,160.0
621,621,2020-21,Spring,CS,1014,Intro Computational Thinking,Kafura,3.2,39.4,18.2,9.1,18.2,0.0,3.0,0.0,0.0,3.0,0.0,0.0,9.1,2,33,13045,3,4.7,2.7,3.0
622,622,2021-22,Fall,CS,5045,Computation for Data Sciences,Zhang,3.92,90.9,6.1,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0,33,83203,3,3.4,2.5,14.0
